a,sigma,r0,T,swap_length,K,price,vega,volga,delta,gamma
1.567226,0.111971,0.035146,4.677624,4,0.035804,0.01336155,0.12022948,-0.00039128,-0.00834890,0.00521590
0.116854,0.074763,0.025092,2.577982,1,0.030387,0.03444354,0.48986524,0.00060060,0.22548211,0.46693382
1.422133,0.081700,0.044558,3.743695,2,0.048267,0.00870920,0.12948556,0.03991795,-0.00492842,0.00273616
1.683156,0.014758,0.044267,4.245034,2,0.052564,0.00000164,0.00126361,0.75325072,-0.00000039,0.00000007
1.510651,0.250368,0.024627,1.230602,3,0.029347,0.03027371,0.14214061,0.00874551,0.02567446,0.00021795
1.628001,0.247320,0.014852,7.680906,1,0.013151,0.02481291,0.09706757,-0.00018534,-0.01524048,0.00936094
0.110873,0.289353,0.021846,4.199742,4,0.025860,0.49227551,1.39703465,-2.87352967,-1.25188267,2.76743126
1.043610,0.153781,0.045007,4.014978,1,0.043441,0.02293964,0.14201857,0.00037191,-0.01773553,0.01345018
0.165931,0.086546,0.019218,1.790221,4,0.022695,0.10428702,1.26269412,-0.28698689,0.71511745,1.62690520
1.660118,0.282601,0.037333,5.557753,1,0.042242,0.02282163,0.08646400,0.00050060,-0.01372761,0.00825738
0.545331,0.142042,0.030691,6.738348,2,0.031929,0.05240239,0.37214205,-0.01767900,-0.08214707,0.12773420
1.466471,0.289013,0.026659,3.297570,3,0.025130,0.04353278,0.14156964,-0.00043388,-0.02705280,0.01675736
1.611411,0.287284,0.041150,3.392041,1,0.037775,0.02917692,0.09519642,0.00033048,-0.01711623,0.01002955
0.193017,0.119162,0.026188,2.764760,2,0.028764,0.09215552,0.78542995,-0.10745269,0.19860473,-0.32251021
0.733406,0.043420,0.032928,2.674193,4,0.030822,0.02108542,0.36558241,0.39574608,0.06811631,0.04416155
1.738664,0.199351,0.038143,1.680080,4,0.042174,0.01759156,0.11216375,0.02156355,0.00232002,-0.00240444
0.154650,0.267872,0.034150,1.135358,4,0.030043,0.28704566,0.98613787,-0.55802095,0.51685625,-0.67110401
1.764389,0.250502,0.005518,4.137373,2,0.005562,0.02870636,0.11395820,-0.00060390,-0.01608225,0.00900936
1.896377,0.175837,0.040706,4.970387,4,0.034996,0.02676420,0.07575613,0.11135893,-0.01408918,0.00741679
0.425086,0.104531,0.011766,2.603286,4,0.012373,0.07729267,0.74830103,-0.07441449,0.15550102,-0.10909986
0.338267,0.086350,0.015268,3.926712,4,0.015107,0.08216574,0.94274890,-0.13378729,0.06735200,-0.26461822
1.235906,0.230528,0.018171,2.251409,4,0.017603,0.04610284,0.19283670,-0.00221858,-0.01199792,-0.00153749
0.879797,0.064765,0.011465,6.305310,2,0.012550,0.01601534,0.26196510,0.00662673,-0.01652491,0.01699192
1.879407,0.250607,0.016108,2.735092,2,0.014959,0.02673681,0.10168868,0.00012143,-0.01269113,0.00599314
1.717524,0.143481,0.031718,2.131908,4,0.026107,0.02899669,0.10072442,0.18083566,-0.00716150,0.00024850
1.447642,0.128430,0.015258,2.167239,4,0.012477,0.02578164,0.15062289,0.05618959,-0.00062428,-0.00451506
0.977184,0.268000,0.039372,1.984182,2,0.033843,0.06608051,0.22367790,-0.00108265,-0.00127887,-0.02111646
0.473078,0.176590,0.014956,1.385323,3,0.012857,0.09847957,0.53869599,-0.04536128,0.26893407,0.11187265
0.378180,0.013942,0.049937,4.041841,4,0.046867,0.01739547,0.62586695,11.38186169,0.19861963,0.67602307
1.535755,0.187419,0.037660,4.414108,3,0.031197,0.03223285,0.11633556,0.05362222,-0.02060156,0.01316555
0.879504,0.123711,0.022537,2.962886,3,0.024972,0.03347817,0.29213050,0.00351312,-0.00227581,-0.01211002
1.475453,0.257733,0.031429,4.998099,2,0.035625,0.02975772,0.12619092,0.00143645,-0.02000067,0.01344254
1.245686,0.260185,0.018614,2.908499,1,0.018389,0.03575537,0.13646255,-0.00115087,-0.02096251,0.01175506
0.207968,0.131525,0.023056,7.116533,1,0.020603,0.06157362,0.45836347,-0.02725797,-0.14701216,0.30512699
0.752496,0.192541,0.041297,1.060018,3,0.042082,0.06185175,0.32115781,-0.01146208,0.18811297,0.20785691
0.333190,0.132458,0.044968,1.864668,1,0.041862,0.04412891,0.31970114,-0.00573439,0.14274664,0.07775905
0.657826,0.255760,0.008063,2.772389,3,0.009374,0.10993215,0.43260527,-0.03481045,-0.04980797,-0.01113527
1.429247,0.287666,0.033987,6.916891,1,0.040598,0.02623704,0.09884378,0.00076605,-0.01834654,0.01282899
1.041659,0.271608,0.018880,6.745760,2,0.016952,0.05678912,0.20231257,-0.00419676,-0.05415831,0.05164863
0.397026,0.097303,0.043538,2.963161,3,0.051129,0.05405496,0.63032866,0.01775482,0.10264669,-0.08521552
1.019426,0.159455,0.015818,1.465725,2,0.015606,0.03641703,0.22533669,-0.00289243,0.06254641,0.01934191
1.375090,0.117652,0.014395,2.428984,3,0.015255,0.01841986,0.16508341,0.00166701,-0.00138813,-0.00255589
1.288878,0.295766,0.029681,1.177901,4,0.029425,0.05411746,0.17749692,-0.00254314,0.04456712,-0.00882024
0.565038,0.166625,0.017302,3.914947,2,0.016183,0.07019264,0.41188401,-0.02088827,-0.05374707,0.02151325
1.711822,0.196225,0.029977,5.346034,1,0.036366,0.01492700,0.08733063,0.00533879,-0.00869969,0.00507032
1.233530,0.040383,0.025468,3.915919,2,0.026600,0.00616706,0.16870725,0.02676369,-0.00248849,0.00065630
0.717362,0.055555,0.047461,6.833948,2,0.043499,0.01762372,0.24480405,0.17288759,-0.02122699,0.02532527
0.529694,0.183435,0.011750,7.278790,1,0.010850,0.05102685,0.27492169,-0.00707093,-0.08713938,0.14839984
0.559935,0.051101,0.040393,5.508240,2,0.037745,0.02087025,0.35279682,0.08439814,-0.01258581,-0.00274363
1.743643,0.183913,0.046664,2.264639,4,0.048743,0.01843357,0.10850275,0.00196617,-0.00581150,0.00142089
0.936815,0.274699,0.033220,4.247013,4,0.028716,0.07825236,0.25430188,-0.00313548,-0.07391342,0.06943834
1.081849,0.049637,0.015731,3.939931,4,0.014406,0.01419993,0.22619286,0.14910498,-0.00619706,0.00137307
1.427988,0.288730,0.043679,4.090463,4,0.049518,0.03263011,0.13481018,0.00819546,-0.02207387,0.01492711
0.446166,0.014259,0.045576,4.536678,2,0.049657,0.00427847,0.42333204,2.46535063,0.04514298,0.26953369
0.624238,0.141811,0.013778,6.465744,2,0.014219,0.05215310,0.36978564,-0.01358355,-0.07346434,0.10290690
1.545198,0.111902,0.024995,3.038200,1,0.023291,0.01286783,0.10649626,0.00323741,-0.00602775,0.00267487
1.167299,0.244301,0.022468,2.364436,3,0.019691,0.05359916,0.20177741,-0.00013410,-0.01852676,0.00169396
0.357121,0.291830,0.007578,4.560629,4,0.009659,0.26751843,0.88618332,-0.39346355,-0.45858222,0.73636651
1.571193,0.030981,0.046156,1.409439,1,0.047442,0.00316707,0.10518382,0.00170716,0.02333024,0.09991726
0.755679,0.106978,0.048310,3.711237,3,0.056827,0.02577892,0.30700758,0.10791589,-0.00830984,-0.00489857
0.447340,0.097835,0.012165,3.884273,4,0.012250,0.07093778,0.72472835,-0.06631409,0.01178242,-0.11875270
1.950502,0.092013,0.017021,1.580694,4,0.017879,0.00800903,0.09971777,0.01309539,0.00637639,0.00049601
1.211850,0.091345,0.029012,2.147339,4,0.028987,0.01848741,0.19353798,0.00143908,0.01419786,-0.00583389
1.289957,0.027733,0.027175,4.725818,3,0.028565,0.00339250,0.16011833,0.28701350,-0.00201419,0.00116066
0.211791,0.036175,0.046427,4.480650,3,0.046972,0.03591002,0.97326738,-0.08070855,0.21884313,0.17031185
1.811574,0.264893,0.038838,3.757217,3,0.039450,0.02618944,0.09833895,-0.00053261,-0.01418804,0.00768539
1.330670,0.162364,0.039028,5.687335,3,0.046534,0.01658518,0.13864344,0.05428869,-0.01233955,0.00918046
1.191625,0.161569,0.010886,2.452491,2,0.011098,0.03084148,0.19048002,-0.00186210,-0.00522671,-0.00377624
1.255311,0.261829,0.027937,2.664868,4,0.025952,0.05171306,0.18111449,0.00019323,-0.02703271,0.01281595
1.496359,0.147766,0.019873,4.495862,1,0.016691,0.01764969,0.10865594,0.00371299,-0.01148663,0.00747376
0.349553,0.126069,0.048051,4.702485,1,0.049436,0.03944635,0.31318745,-0.00967242,-0.02957974,-0.01622579
0.853982,0.061228,0.002816,1.756669,3,0.003358,0.01878148,0.31936315,0.00233458,0.09736235,0.24636352
0.278928,0.220503,0.025362,7.104654,1,0.028724,0.08365021,0.38187435,-0.02803109,-0.21382393,0.53596950
1.590590,0.149244,0.030774,4.111991,3,0.025332,0.02636196,0.11443518,0.08146202,-0.01607184,0.00979434
1.295408,0.113624,0.025447,1.116010,2,0.030883,0.01451423,0.16310421,0.05767750,0.05861423,0.13306077
0.281662,0.053697,0.020529,1.379629,1,0.024213,0.01613885,0.32986170,0.03163534,0.24664116,2.20267248
1.178280,0.140809,0.006102,5.367868,1,0.005452,0.02106945,0.14756060,-0.00063608,-0.01734740,0.01427829
1.200316,0.218265,0.049086,1.084497,2,0.057321,0.03250788,0.17436892,0.01125778,0.06367745,0.04708711
1.649569,0.241595,0.017346,1.797183,2,0.020641,0.02701989,0.12341354,0.00250696,-0.00230215,-0.00218599
0.949414,0.230988,0.016352,5.658086,2,0.015412,0.05515272,0.23402895,-0.00548069,-0.05603088,0.05689901
1.894156,0.262868,0.024683,6.566808,2,0.025293,0.02322731,0.08948016,-0.00037487,-0.01226174,0.00647303
0.613636,0.153642,0.049442,1.599389,2,0.052982,0.05151403,0.34707597,-0.01038157,0.12737958,0.06325541
1.296871,0.206913,0.017207,4.021236,4,0.016165,0.03824132,0.17514077,-0.00055349,-0.02741677,0.01961769
0.982934,0.175553,0.008029,7.958522,1,0.007156,0.03010586,0.16952665,-0.00145997,-0.03049993,0.03089890
1.533108,0.137929,0.002878,2.548426,4,0.003261,0.01958138,0.14702651,0.00015104,-0.00629813,0.00129136
0.860407,0.106106,0.034645,5.719745,1,0.036726,0.01706854,0.16666572,0.00012990,-0.01778145,0.01844431
0.900063,0.283929,0.006378,2.914304,2,0.005800,0.07703921,0.26785058,-0.00897056,-0.04883078,0.02577593
0.142374,0.285205,0.044545,3.241012,4,0.048493,0.38119960,1.18129635,-1.64524651,-0.56845057,0.39167857
1.425990,0.017237,0.011527,4.292964,4,0.010244,0.00588764,0.11870963,3.76761627,-0.00300754,0.00141912
0.323500,0.177478,0.032853,4.870492,2,0.027361,0.11047114,0.58836055,-0.07881780,-0.15656635,0.16503745
1.944209,0.023136,0.019059,6.572980,2,0.015713,0.00633298,0.04541879,2.65346003,-0.00325625,0.00167430
0.616248,0.111476,0.049382,5.557718,2,0.046793,0.03694043,0.30502799,0.00232749,-0.04408783,0.05044688
1.223120,0.236757,0.013516,1.539905,4,0.015315,0.04404068,0.19893776,-0.00053486,0.02431308,-0.01296206
0.335131,0.251531,0.042191,5.045166,2,0.046714,0.13590251,0.54010338,-0.10320713,-0.24338929,0.40720272
1.140285,0.239629,0.012828,7.634500,1,0.015020,0.03333616,0.14269751,-0.00107279,-0.02918769,0.02555545
0.545994,0.276342,0.046656,3.302777,4,0.054213,0.12870112,0.49423826,-0.07269739,-0.10826367,0.06153518
1.327595,0.255747,0.011315,2.602070,1,0.013637,0.03259754,0.13134359,-0.00065875,-0.01573749,0.00683721
1.885886,0.247795,0.037850,2.798578,2,0.044529,0.01891404,0.09392910,0.01063154,-0.00897893,0.00424435
0.120986,0.132820,0.036275,4.048459,4,0.035231,0.21946749,1.57241333,-1.34875023,-0.10932934,-0.94640160
1.079555,0.099794,0.010110,3.028824,4,0.008644,0.02671993,0.23747003,0.01872695,-0.00630215,-0.00315634
1.322469,0.225163,0.003554,3.416636,1,0.003969,0.03017003,0.13434505,-0.00087582,-0.01967287,0.01272105
0.927942,0.297488,0.024286,5.373828,1,0.026250,0.04887054,0.16681246,-0.00273451,-0.05048568,0.05212679
1.271151,0.173784,0.026679,4.040554,4,0.030559,0.02480007,0.17225750,0.02191072,-0.01765352,0.01252317
0.585395,0.233643,0.013120,3.491455,4,0.010646,0.12836298,0.52358389,-0.05888597,-0.10722676,0.06320156
0.801954,0.050141,0.016636,7.267505,1,0.019054,0.00869495,0.19127695,0.02332133,-0.00997928,0.01142526
1.409212,0.166241,0.028844,1.683577,2,0.033909,0.02074696,0.14815909,0.01662773,0.01221221,-0.00385596
0.801085,0.169410,0.045336,2.371691,1,0.046848,0.03223940,0.19152416,-0.00230681,0.00992150,-0.02048674
1.141759,0.245582,0.005626,1.903979,3,0.006517,0.05267761,0.21893273,-0.00388783,0.00349219,-0.01475233
1.802766,0.136517,0.031661,3.469780,2,0.028947,0.01665691,0.09923693,0.01839582,-0.00871252,0.00455072
0.390702,0.236513,0.019964,3.018643,2,0.018516,0.13214369,0.54618764,-0.07173286,-0.06212864,-0.07960050
0.666955,0.017395,0.041236,4.833389,3,0.049421,0.00117046,0.20548953,13.17318058,0.00430718,0.00988093
1.582214,0.049344,0.024753,4.919519,4,0.026881,0.00359989,0.11540330,0.35680872,-0.00219420,0.00133693
0.507678,0.163171,0.025160,5.203753,1,0.027311,0.04345144,0.27052784,-0.00633957,-0.05652373,0.06868940
0.410722,0.154051,0.006396,4.201341,3,0.006485,0.11099158,0.71606368,-0.09657934,-0.09045573,0.00226823
0.171969,0.240048,0.015839,2.592193,2,0.017418,0.19871415,0.81209326,-0.23918678,-0.00879090,-0.46234885
1.443830,0.173491,0.033574,2.721602,4,0.033237,0.02688102,0.14549045,0.00102017,-0.01209003,0.00487780
0.980634,0.071049,0.028789,4.581747,4,0.029770,0.01655232,0.24509010,0.00357953,-0.01212098,0.00841082
1.295037,0.041901,0.004684,2.675949,4,0.005049,0.00722987,0.18716560,0.01880477,0.00571845,-0.00155183
1.612202,0.178932,0.009450,2.487206,4,0.010718,0.02180992,0.13377517,0.00354602,-0.00825556,0.00270290
0.912790,0.128807,0.030693,4.338319,4,0.035847,0.02802925,0.26769376,0.05530346,-0.02281347,0.01789544
0.802814,0.167139,0.022320,1.421673,2,0.026091,0.04467766,0.28485471,-0.00192879,0.10165671,0.06226739
0.985660,0.164793,0.004725,3.892128,2,0.005382,0.03926387,0.24303696,-0.00346262,-0.03022589,0.02250748
1.202513,0.042187,0.004992,1.932085,4,0.005000,0.00879845,0.20861590,-0.00061509,0.03294581,0.05762679
0.729218,0.018386,0.005066,6.609652,2,0.004988,0.00625639,0.33545291,0.00118492,-0.00440298,0.00209918
0.701020,0.115191,0.043358,1.373397,4,0.047852,0.03819303,0.37835348,0.02671839,0.17033513,0.35379902
1.607949,0.144343,0.012804,3.987591,2,0.011951,0.01905630,0.12549977,0.00088939,-0.01136275,0.00677082
0.279130,0.289580,0.042402,4.989329,4,0.041160,0.27122754,0.86067390,-0.60203737,-0.57820058,1.16847575
0.369353,0.177505,0.022460,2.398317,2,0.024343,0.09781512,0.55578083,-0.05486582,0.08691555,-0.19075845
1.474996,0.173624,0.035295,1.474830,1,0.037897,0.01896444,0.11413733,0.00037433,0.01535582,-0.00155658
0.596732,0.121406,0.049881,2.838807,2,0.042733,0.04998453,0.35049257,0.03313243,0.02592794,-0.06404191
1.667377,0.039036,0.028154,2.644464,3,0.023438,0.01415070,0.06117153,2.08540344,-0.00263215,-0.00111617
0.816315,0.132720,0.001792,5.154327,1,0.001252,0.02820078,0.21126214,-0.00197639,-0.02911978,0.02973877
1.142950,0.223220,0.029964,5.792346,3,0.034437,0.03696808,0.18483482,0.00349796,-0.03188600,0.02750084
1.349921,0.207824,0.020030,4.421673,1,0.019823,0.02543976,0.12159706,-0.00069000,-0.01817179,0.01297424
1.985906,0.227572,0.042178,6.256870,2,0.036915,0.02176167,0.07333270,0.01318199,-0.01095719,0.00551704
0.254005,0.213313,0.013101,5.601474,2,0.013045,0.16634998,0.76808590,-0.18657765,-0.35374820,0.68767661
1.405891,0.051737,0.049952,2.829372,3,0.053117,0.00535405,0.13828257,0.15482268,0.00076528,-0.00109846
1.462241,0.275291,0.017059,4.606689,4,0.015706,0.04278183,0.14542492,-0.00017313,-0.02885378,0.01945885
0.351211,0.172262,0.048449,6.503633,2,0.048673,0.08383534,0.47988561,-0.05975722,-0.16805093,0.32507297
1.955900,0.273858,0.011163,4.599995,4,0.009321,0.03022712,0.09674687,0.00330329,-0.01542105,0.00786740
1.931565,0.294506,0.039447,4.697626,2,0.041075,0.02432132,0.08470529,-0.00028886,-0.01256721,0.00649368
1.594890,0.098039,0.035078,1.028224,4,0.029432,0.02666778,0.10165492,0.49973828,0.07155880,0.03994286
0.818768,0.219967,0.048831,1.128365,4,0.057511,0.05628993,0.30563754,0.01848544,0.13564318,0.11468839
1.985251,0.057649,0.022430,5.794261,1,0.021363,0.00497957,0.07577398,0.01379958,-0.00250622,0.00126135
0.893741,0.201888,0.013959,4.351851,1,0.012058,0.03823334,0.18487185,-0.00196772,-0.03572121,0.03297601
1.446589,0.138417,0.008130,4.268771,3,0.009040,0.02014831,0.15401766,0.00145875,-0.01325424,0.00871151
0.185352,0.137756,0.004203,2.584395,1,0.003355,0.06420247,0.46268505,-0.02201949,0.13038860,-0.17948315
1.623307,0.185346,0.040026,2.553371,3,0.046166,0.01644521,0.11797710,0.03508835,-0.00651860,0.00234523
1.345824,0.097844,0.049650,2.317521,3,0.054474,0.01126245,0.15158559,0.08011224,0.00342219,-0.00274169
0.950533,0.207566,0.017632,2.225739,4,0.019957,0.05438694,0.28055647,-0.00360097,0.00280261,-0.02038193
1.765504,0.014398,0.013793,3.034146,4,0.016196,0.00003068,0.01403601,4.10412645,0.00003402,0.00002825
1.589392,0.170503,0.018413,2.469264,3,0.019267,0.02178604,0.13255246,-0.00000379,-0.00785282,0.00229523
1.851214,0.037722,0.010132,5.367382,3,0.010170,0.00399165,0.10536736,-0.00004550,-0.00214382,0.00115137
1.138711,0.163460,0.040197,3.488841,4,0.033797,0.04407990,0.18567526,0.08837619,-0.02991402,0.01961018
0.512850,0.030259,0.037491,5.691850,2,0.031330,0.01771571,0.36533305,1.50606942,0.00080068,-0.02928323
0.812477,0.200981,0.004249,5.083937,2,0.004206,0.06058161,0.30141011,-0.00909329,-0.06609149,0.07174313
1.146731,0.144719,0.007287,2.255238,4,0.007124,0.03257742,0.22190912,-0.00240328,0.00479132,-0.01086553
1.027214,0.078295,0.026370,4.814583,4,0.025595,0.02004602,0.22986011,0.01902374,-0.01629541,0.01305777
0.425664,0.155097,0.046100,1.239269,2,0.047973,0.06653561,0.43240085,-0.02295329,0.27427194,0.41221032
0.166118,0.084579,0.031011,6.697218,1,0.030309,0.04171367,0.48628360,-0.02284099,-0.05135379,-0.07019156
1.678252,0.064774,0.003597,4.299793,4,0.003932,0.00762142,0.12726969,0.00766583,-0.00433535,0.00246422
0.996461,0.118999,0.010712,2.410738,3,0.010782,0.03084711,0.25972116,-0.00347371,0.01225426,-0.01560728
0.142353,0.233345,0.037628,3.667136,2,0.042575,0.20288602,0.85333687,-0.34221148,-0.24612048,-0.02380505
1.869425,0.188618,0.010873,5.110913,1,0.009738,0.01716042,0.08812465,0.00006920,-0.00916372,0.00489344
0.849161,0.190401,0.025429,2.606334,4,0.023862,0.06382632,0.31610042,-0.00793330,-0.01179165,-0.01815233
0.862314,0.077350,0.025564,1.516858,4,0.024168,0.02733003,0.30764958,0.04251300,0.12819815,0.25892258
0.456978,0.184301,0.035404,2.005832,3,0.043112,0.09558567,0.56118333,-0.04834979,0.12440197,-0.12206551
1.806404,0.074803,0.037967,5.581017,2,0.034054,0.01088910,0.08268178,0.19429395,-0.00601592,0.00332367
0.758898,0.211486,0.040928,3.185839,4,0.040206,0.07512341,0.34141201,-0.01700100,-0.04575357,0.01635196
1.600363,0.282819,0.002186,4.790095,4,0.002203,0.03903036,0.13742293,-0.00117704,-0.02423785,0.01505148
1.241221,0.111135,0.033244,6.620749,1,0.037705,0.01146530,0.11567255,0.00855048,-0.00917817,0.00734716
0.913597,0.297346,0.020026,3.638567,1,0.020795,0.05301783,0.17908430,-0.00311283,-0.04565256,0.03849869
0.317721,0.089763,0.040833,5.603354,3,0.042917,0.06429681,0.72880089,-0.09063025,-0.05497551,-0.03786665
0.229107,0.087563,0.014289,5.078733,3,0.016294,0.09493802,1.10566735,-0.21877205,-0.01072833,-0.34962559
0.641419,0.185569,0.038162,4.574483,4,0.042074,0.07166267,0.40948322,-0.02448535,-0.07853658,0.08169565
1.496433,0.153336,0.003679,3.981074,3,0.004265,0.02223632,0.14996962,-0.00011703,-0.01401661,0.00882442
0.442484,0.017083,0.042576,1.773747,3,0.038729,0.01687732,0.49141183,7.46210337,0.44295728,5.22996569
0.400197,0.088108,0.025523,1.968439,1,0.025014,0.02770716,0.31012702,-0.00419297,0.13632125,0.24689633
1.139919,0.069827,0.034741,1.356468,4,0.035396,0.01455531,0.20994337,-0.00104122,0.07486646,0.20006624
1.308731,0.118482,0.006378,5.782705,1,0.005129,0.01629748,0.13227139,0.00060459,-0.01230667,0.00929270
0.290981,0.131280,0.025384,5.867264,2,0.021581,0.09017060,0.65622336,-0.07710655,-0.14631109,0.17912978
0.124375,0.297525,0.006796,3.800044,3,0.012309,0.42468563,1.26694667,-1.45092976,-0.86471367,1.36435246
0.264805,0.218222,0.027576,4.444589,3,0.029970,0.19780910,0.89175528,-0.35446495,-0.30611363,0.34432256
0.115865,0.078511,0.044464,1.328583,2,0.054020,0.04791771,0.69697404,0.05634131,0.54965186,3.36100912
0.482464,0.210372,0.018160,1.427607,3,0.015067,0.11669861,0.52727908,-0.05087291,0.22529678,-0.04689441
0.697423,0.063951,0.023131,3.388596,1,0.021206,0.01529014,0.22271414,0.00959968,0.01223313,-0.01634323
1.821270,0.112677,0.013462,2.507607,1,0.015265,0.00968171,0.09277162,0.00299948,-0.00308763,0.00081032
0.664758,0.097613,0.027085,4.557286,4,0.024465,0.04585574,0.41336310,0.02712458,-0.03576699,0.01961865
1.088622,0.270325,0.023418,3.973109,3,0.023888,0.05795529,0.21448533,-0.00515763,-0.04761259,0.03894326
0.828609,0.240816,0.010958,1.641838,2,0.009806,0.06966984,0.28487733,-0.00908502,0.05226285,-0.04044746
1.557563,0.132208,0.024264,2.400885,2,0.027667,0.01454821,0.12911548,0.01612941,-0.00308610,-0.00021493
1.015172,0.050430,0.009333,1.818118,3,0.008935,0.01341922,0.25345519,0.00610813,0.06255236,0.13707907
1.145666,0.143651,0.034690,3.103324,1,0.036185,0.01971142,0.14038301,-0.00044586,-0.00937687,0.00343443
0.677548,0.248033,0.024252,2.597028,1,0.020546,0.05877175,0.22844684,-0.00465716,-0.01577778,-0.01809465
0.620151,0.187371,0.043389,3.417181,1,0.052781,0.03942369,0.22757669,0.00031612,-0.02108811,-0.00058044
1.554861,0.042610,0.020279,3.318738,1,0.021513,0.00410564,0.10676675,0.01719191,-0.00136192,0.00031612
0.207337,0.245746,0.038551,4.293537,2,0.046996,0.18140560,0.73982781,-0.24196672,-0.30132401,0.35818639
1.262771,0.038789,0.020151,2.091856,2,0.021919,0.00540035,0.17144462,0.12891909,0.01728029,0.02752072
1.765149,0.150925,0.026094,2.484610,2,0.028966,0.01426237,0.10827595,0.00845469,-0.00511396,0.00163129
0.898173,0.161148,0.018242,4.992713,4,0.019917,0.04439392,0.29027063,-0.00422870,-0.04380909,0.04300604
0.588717,0.231529,0.040673,1.021927,3,0.035488,0.10077258,0.39751595,-0.01913628,0.26128054,0.14905225
0.627467,0.027655,0.047737,2.724586,2,0.048958,0.00944228,0.34304297,-0.00217687,0.07506162,0.29702777
1.950481,0.270830,0.030499,1.795776,4,0.034391,0.02078646,0.09606451,0.01171846,-0.00427379,0.00027380
0.206568,0.031848,0.014227,3.131347,3,0.014423,0.03535558,1.11454332,-0.07734123,0.44881192,2.58905816
0.686086,0.255444,0.002890,1.920703,1,0.002283,0.06050624,0.23534380,-0.00531200,0.02612653,-0.04465344
0.779350,0.122737,0.040231,1.157700,4,0.046092,0.03290316,0.32861969,0.06747817,0.16773230,0.45302325
0.685388,0.101941,0.043429,2.444013,4,0.038202,0.05074945,0.38524443,0.13356586,0.06072886,-0.05740544
1.552837,0.107133,0.003585,5.198298,2,0.003286,0.01498007,0.13645898,0.00002930,-0.00954978,0.00608773
0.386232,0.229183,0.017025,2.296034,4,0.018244,0.17784347,0.77414000,-0.19626783,0.04796381,-0.28912023
1.882113,0.193418,0.030384,2.171313,4,0.033762,0.01514734,0.09980851,0.02035586,-0.00448015,0.00106478
0.125215,0.198611,0.006877,4.270331,4,0.005622,0.37412626,1.72047174,-2.21683693,-0.69172561,0.61603266
1.275988,0.046448,0.024344,3.713165,1,0.027985,0.00461763,0.12628865,0.10577736,-0.00169413,0.00036819
1.312550,0.054151,0.009445,3.594539,3,0.010875,0.00773559,0.17493889,0.08888849,-0.00307392,0.00089011
1.891003,0.204171,0.031766,1.360561,4,0.038144,0.01243312,0.09607249,0.07064050,0.00716641,-0.00007211
0.143646,0.018147,0.029633,1.018473,4,0.034622,0.01221720,1.00514567,6.31666279,0.87424392,42.86764908
0.772276,0.015188,0.026851,5.159014,3,0.025533,0.00722624,0.30207008,2.31903124,0.00250340,-0.00764364
1.302963,0.140716,0.024071,6.613545,2,0.027934,0.01822686,0.14812998,0.01157422,-0.01393756,0.01065761
1.899213,0.176395,0.001523,2.323559,3,0.001529,0.01884409,0.10695913,-0.00034103,-0.00669701,0.00218712
1.983605,0.070130,0.010758,3.862075,2,0.009905,0.00753799,0.09421650,0.01422288,-0.00367873,0.00179458
1.185132,0.154995,0.016551,1.490481,4,0.015384,0.03422118,0.20579514,0.00175995,0.04572267,0.00410340
0.162053,0.148170,0.017654,6.701324,2,0.015974,0.14759631,0.96771193,-0.28492838,-0.39026451,0.87427777
1.820203,0.179174,0.031499,5.157421,2,0.032643,0.01632484,0.09435664,0.00008905,-0.00894984,0.00490658
0.545780,0.195559,0.007458,4.036649,4,0.007181,0.11635574,0.58746934,-0.06849865,-0.11329346,0.08706103
1.572249,0.227655,0.030588,3.218654,2,0.025815,0.03261103,0.12145696,0.00797906,-0.01876873,0.01075844
0.600222,0.282860,0.029461,1.481871,3,0.032148,0.11894873,0.42794538,-0.03956327,0.11356075,-0.09848404
1.814997,0.047420,0.009816,4.446282,3,0.008421,0.00750450,0.10411505,0.21942560,-0.00403203,0.00216573
0.886953,0.182442,0.035961,7.795770,1,0.035057,0.02773022,0.14914809,-0.00151413,-0.03099214,0.03463704
1.229782,0.069579,0.003266,2.802945,4,0.003730,0.01335309,0.20294371,0.00497866,0.00158190,-0.00379679
0.333531,0.075425,0.028241,2.397235,1,0.033746,0.02396356,0.34542486,0.01543020,0.12467539,0.23409514
1.634467,0.144235,0.043464,1.261139,2,0.052559,0.01119542,0.11486241,0.08667117,0.01974891,0.01667860
0.274645,0.284384,0.005509,1.754639,4,0.005430,0.28052047,0.94644123,-0.44598019,0.13632898,-0.58265072
0.863729,0.184825,0.019420,5.476175,1,0.018419,0.03419787,0.18200284,-0.00202836,-0.03666868,0.03924149
1.091513,0.077882,0.028057,4.841944,4,0.022804,0.02703994,0.18795873,0.49208865,-0.02207301,0.01789687
0.809681,0.034185,0.012198,5.860918,2,0.011919,0.01015626,0.28745836,0.00426474,-0.00840863,0.00635998
1.724857,0.189152,0.044659,1.037338,2,0.053633,0.01504509,0.10906361,0.03958605,0.02733111,0.02399610
1.401130,0.038461,0.044153,2.479885,4,0.037366,0.02511542,0.03175627,2.53415990,0.00075218,-0.01122724
1.160427,0.233861,0.033937,7.211713,1,0.031761,0.02921897,0.12059236,-0.00067140,-0.02512097,0.02159771
0.633457,0.128679,0.027740,6.864026,2,0.028148,0.04214869,0.32751828,-0.01064642,-0.06000125,0.08510780
1.688146,0.111748,0.029890,2.401590,3,0.029114,0.01480489,0.11709651,0.00948496,-0.00362859,0.00022244
